binder,extra water,alkaline solution,molarity of mix,fine aggregate,coarse aggregate,age,curing temperature,compressive strength,water,pozzolan,foaming agent,density,concrete type,water binder ratio
400.0,0.0,160.0,12.0,651.0,1209.0,90.0,27.0,45.5,,,,,0,0.4
400.0,0.0,160.0,12.0,651.0,1209.0,90.0,27.0,53.3,,,,,0,0.4
400.0,0.0,140.0,12.0,655.9,1218.0,90.0,27.0,41.1,,,,,0,0.35
400.0,6.0,140.0,12.0,655.9,1218.0,90.0,27.0,43.0,,,,,0,0.365
400.0,0.0,160.0,12.0,651.0,1209.0,90.0,27.0,52.1,,,,,0,0.4
400.0,0.0,160.0,12.0,651.0,1209.0,90.0,27.0,38.0,,,,,0,0.4
400.0,6.0,140.0,12.0,655.9,1218.0,90.0,27.0,47.4,,,,,0,0.365
400.0,0.0,160.0,12.0,651.0,1209.0,90.0,27.0,48.6,,,,,0,0.4
400.0,0.0,160.0,12.0,651.0,1209.0,90.0,27.0,45.1,,,,,0,0.4
400.0,6.0,140.0,12.0,655.9,1218.0,90.0,27.0,45.3,,,,,0,0.365
400.0,48.0,140.0,10.0,650.0,1208.0,7.0,27.0,40.89,,,,,0,0.47
400.0,48.0,180.0,12.0,636.0,1182.0,7.0,27.0,38.47,,,,,0,0.57
400.0,48.0,220.0,14.0,622.0,1156.0,7.0,27.0,36.94,,,,,0,0.67
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,56.05,,,,,0,0.4711111111111111
450.0,54.0,203.0,10.0,609.0,1132.0,7.0,27.0,41.4,,,,,0,0.5711111111111111
450.0,54.0,248.0,12.0,594.0,1102.0,7.0,27.0,35.03,,,,,0,0.6711111111111111
500.0,60.0,175.0,12.0,600.0,1115.0,7.0,27.0,52.23,,,,,0,0.47
500.0,60.0,225.0,14.0,583.0,1082.0,7.0,27.0,40.13,,,,,0,0.57
500.0,60.0,275.0,10.0,565.0,1050.0,7.0,27.0,32.61,,,,,0,0.67
400.0,48.0,140.0,10.0,650.0,1208.0,28.0,27.0,46.75,,,,,0,0.47
400.0,48.0,180.0,12.0,636.0,1182.0,28.0,27.0,38.98,,,,,0,0.57
400.0,48.0,220.0,14.0,622.0,1156.0,28.0,27.0,42.55,,,,,0,0.67
450.0,54.0,158.0,14.0,625.0,1161.0,28.0,27.0,61.15,,,,,0,0.4711111111111111
450.0,54.0,203.0,10.0,609.0,1132.0,28.0,27.0,42.24,,,,,0,0.5711111111111111
450.0,54.0,248.0,12.0,594.0,1102.0,28.0,27.0,37.32,,,,,0,0.6711111111111111
500.0,60.0,175.0,12.0,600.0,1115.0,28.0,27.0,59.5,,,,,0,0.47
500.0,60.0,225.0,14.0,583.0,1082.0,28.0,27.0,42.93,,,,,0,0.57
500.0,60.0,275.0,10.0,565.0,1050.0,28.0,27.0,34.4,,,,,0,0.67
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,60.38,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,58.55,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,56.34,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,49.2,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,42.68,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,40.82,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,35.41,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,60.38,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,40.03,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,34.21,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,28.14,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,26.75,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,25.78,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,25.36,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,60.38,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,42.16,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,36.1,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,32.12,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,30.41,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,29.55,,,,,0,0.4711111111111111
450.0,54.0,158.0,14.0,625.0,1161.0,7.0,27.0,28.18,,,,,0,0.4711111111111111
400.0,0.0,160.0,14.0,651.0,1209.0,3.0,27.0,4.16423,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,3.0,27.0,12.12268,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,3.0,27.0,14.07198,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,3.0,27.0,16.18251,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,3.0,27.0,16.84205,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,7.0,27.0,15.69885,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,7.0,27.0,20.56478,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,7.0,27.0,22.03043,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,7.0,27.0,23.81851,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,7.0,27.0,25.28415,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,28.0,27.0,26.4127,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,28.0,27.0,33.88748,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,28.0,27.0,36.15923,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,28.0,27.0,37.46365,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,28.0,27.0,39.41296,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,56.0,27.0,30.31131,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,56.0,27.0,37.30243,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,56.0,27.0,38.9293,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,56.0,27.0,40.05784,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,56.0,27.0,44.76256,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,90.0,27.0,32.92016,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,90.0,27.0,38.26976,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,90.0,27.0,40.05784,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,90.0,27.0,41.68471,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,90.0,27.0,45.09965,,,,,0,0.4
400.0,0.0,160.0,10.0,644.0,1197.0,3.0,27.0,4.81508,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1200.0,3.0,27.0,9.25923,,,,,0,0.4
400.0,0.0,160.0,10.0,648.0,1203.0,3.0,27.0,12.41692,,,,,0,0.4
400.0,0.0,160.0,10.0,650.0,1207.0,3.0,27.0,15.43816,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1210.0,3.0,27.0,17.48481,,,,,0,0.4
400.0,0.0,160.0,10.0,644.0,1197.0,7.0,27.0,11.79318,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1200.0,7.0,27.0,15.75003,,,,,0,0.4
400.0,0.0,160.0,10.0,648.0,1203.0,7.0,27.0,26.35362,,,,,0,0.4
400.0,0.0,160.0,10.0,650.0,1207.0,7.0,27.0,31.10964,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1210.0,7.0,27.0,36.17753,,,,,0,0.4
400.0,0.0,160.0,10.0,644.0,1197.0,14.0,27.0,17.32888,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1200.0,14.0,27.0,22.5527,,,,,0,0.4
400.0,0.0,160.0,10.0,648.0,1203.0,14.0,27.0,31.10964,,,,,0,0.4
400.0,0.0,160.0,10.0,650.0,1207.0,14.0,27.0,37.75637,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1210.0,14.0,27.0,48.04809,,,,,0,0.4
400.0,0.0,160.0,10.0,644.0,1197.0,28.0,27.0,21.61709,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1200.0,28.0,27.0,29.0435,,,,,0,0.4
400.0,0.0,160.0,10.0,648.0,1203.0,28.0,27.0,41.71322,,,,,0,0.4
400.0,0.0,160.0,10.0,650.0,1207.0,28.0,27.0,46.78111,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1210.0,28.0,27.0,56.44909,,,,,0,0.4
400.0,0.0,160.0,10.0,644.0,1197.0,56.0,27.0,23.66374,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1200.0,56.0,27.0,31.10964,,,,,0,0.4
400.0,0.0,160.0,10.0,648.0,1203.0,56.0,27.0,46.78111,,,,,0,0.4
400.0,0.0,160.0,10.0,650.0,1207.0,56.0,27.0,50.4261,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1210.0,56.0,27.0,61.82885,,,,,0,0.4
400.0,0.0,160.0,12.0,646.0,1200.0,3.0,27.0,8.01745,,,,,0,0.4
400.0,0.0,160.0,12.0,648.0,1203.0,3.0,27.0,13.62337,,,,,0,0.4
400.0,0.0,160.0,12.0,658.0,1222.0,3.0,27.0,21.25365,,,,,0,0.4
400.0,0.0,160.0,12.0,646.0,1200.0,7.0,27.0,18.65831,,,,,0,0.4
400.0,0.0,160.0,12.0,648.0,1203.0,7.0,27.0,26.72115,,,,,0,0.4
400.0,0.0,160.0,12.0,658.0,1222.0,7.0,27.0,38.08871,,,,,0,0.4
400.0,0.0,160.0,12.0,646.0,1200.0,14.0,27.0,25.12934,,,,,0,0.4
400.0,0.0,160.0,12.0,648.0,1203.0,14.0,27.0,37.65615,,,,,0,0.4
400.0,0.0,160.0,12.0,658.0,1222.0,14.0,27.0,45.56327,,,,,0,0.4
400.0,0.0,160.0,12.0,646.0,1200.0,28.0,27.0,33.62473,,,,,0,0.4
400.0,0.0,160.0,12.0,648.0,1203.0,28.0,27.0,44.55974,,,,,0,0.4
400.0,0.0,160.0,12.0,658.0,1222.0,28.0,27.0,56.49827,,,,,0,0.4
400.0,0.0,160.0,12.0,646.0,1200.0,3.0,27.0,6.12408,,,,,0,0.4
400.0,0.0,160.0,12.0,648.0,1203.0,3.0,27.0,9.93618,,,,,0,0.4
400.0,0.0,160.0,12.0,658.0,1222.0,3.0,27.0,17.17472,,,,,0,0.4
400.0,0.0,140.0,10.0,651.0,1209.0,7.0,27.0,18.27237,,,,,0,0.35
400.0,0.0,140.0,10.0,661.0,1227.0,7.0,27.0,26.46023,,,,,0,0.35
400.0,0.0,140.0,10.0,671.0,1246.0,7.0,27.0,33.01645,,,,,0,0.35
400.0,0.0,140.0,10.0,651.0,1209.0,14.0,27.0,25.77791,,,,,0,0.35
400.0,0.0,140.0,10.0,661.0,1227.0,14.0,27.0,34.09927,,,,,0,0.35
400.0,0.0,140.0,10.0,671.0,1246.0,14.0,27.0,40.92249,,,,,0,0.35
400.0,0.0,140.0,10.0,651.0,1209.0,28.0,27.0,29.32302,,,,,0,0.35
400.0,0.0,140.0,10.0,661.0,1227.0,28.0,27.0,40.92249,,,,,0,0.35
400.0,0.0,140.0,10.0,671.0,1246.0,28.0,27.0,48.02753,,,,,0,0.35
400.0,0.0,160.0,10.0,637.0,1184.0,3.0,27.0,1.53687,,,,,0,0.4
400.0,0.0,160.0,10.0,659.0,1223.0,3.0,27.0,15.95287,,,,,0,0.4
400.0,0.0,160.0,10.0,637.0,1184.0,7.0,27.0,14.35716,,,,,0,0.4
400.0,0.0,160.0,10.0,659.0,1223.0,7.0,27.0,28.24126,,,,,0,0.4
400.0,0.0,160.0,10.0,637.0,1184.0,14.0,27.0,20.97188,,,,,0,0.4
400.0,0.0,160.0,10.0,659.0,1223.0,14.0,27.0,35.2515,,,,,0,0.4
400.0,0.0,160.0,10.0,637.0,1184.0,28.0,27.0,27.84574,,,,,0,0.4
400.0,0.0,160.0,10.0,659.0,1223.0,28.0,27.0,43.31192,,,,,0,0.4
400.0,0.0,158.0,14.0,554.0,1293.0,3.0,27.0,46.5,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,3.0,27.0,22.9,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,3.0,27.0,46.5,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,3.0,27.0,110.0,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,7.0,27.0,2.9,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,7.0,27.0,26.6,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,7.0,27.0,40.6,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,7.0,27.0,26.3,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,7.0,27.0,82.9,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,14.0,27.0,14.6,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,14.0,27.0,26.4,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,14.0,27.0,39.9,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,14.0,27.0,27.3,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,14.0,27.0,90.5,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,21.0,27.0,5.9,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,21.0,27.0,19.6,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,21.0,27.0,32.3,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,21.0,27.0,23.8,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,21.0,27.0,79.9,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,28.0,27.0,1.5,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,28.0,27.0,9.3,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,28.0,27.0,12.4,,,,,0,0.395
400.0,0.0,158.0,14.0,554.0,1293.0,28.0,27.0,51.2,,,,,0,0.395
400.0,0.0,160.0,10.0,640.0,1201.0,3.0,27.0,5.0,,,,,0,0.4
400.0,0.0,160.0,10.0,643.0,1206.0,3.0,27.0,11.0,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1212.0,3.0,27.0,15.0,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1220.0,3.0,27.0,20.0,,,,,0,0.4
400.0,0.0,213.0,12.0,643.0,1206.0,3.0,27.0,15.0,,,,,0,0.5325
400.0,0.0,213.0,12.0,646.0,1212.0,3.0,27.0,20.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,644.0,1208.0,3.0,27.0,18.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,647.0,1214.0,3.0,27.0,24.0,,,,,0,0.5325
400.0,0.0,193.0,10.0,644.0,1205.0,3.0,27.0,9.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,646.0,1212.0,3.0,27.0,14.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,649.0,1219.0,3.0,27.0,19.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,655.0,1225.0,3.0,27.0,24.0,,,,,0,0.4825
400.0,0.0,206.0,10.0,644.0,1208.0,3.0,27.0,13.0,,,,,0,0.515
400.0,0.0,206.0,10.0,648.0,1215.0,3.0,27.0,18.0,,,,,0,0.515
400.0,0.0,200.0,10.0,645.0,1209.0,3.0,27.0,10.0,,,,,0,0.5
400.0,0.0,200.0,10.0,650.0,1218.0,3.0,27.0,14.0,,,,,0,0.5
400.0,12.0,193.0,10.0,644.0,1206.0,3.0,27.0,5.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,646.0,1210.0,3.0,27.0,11.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,649.0,1216.0,3.0,27.0,17.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,655.0,1225.0,3.0,27.0,22.0,,,,,0,0.5125
400.0,0.0,160.0,10.0,640.0,1201.0,7.0,27.0,12.0,,,,,0,0.4
400.0,0.0,160.0,10.0,643.0,1206.0,7.0,27.0,22.0,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1212.0,7.0,27.0,32.0,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1220.0,7.0,27.0,42.0,,,,,0,0.4
400.0,0.0,213.0,12.0,643.0,1206.0,7.0,27.0,29.0,,,,,0,0.5325
400.0,0.0,213.0,12.0,646.0,1212.0,7.0,27.0,38.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,644.0,1208.0,7.0,27.0,33.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,647.0,1214.0,7.0,27.0,43.0,,,,,0,0.5325
400.0,0.0,193.0,10.0,644.0,1205.0,7.0,27.0,17.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,646.0,1212.0,7.0,27.0,27.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,649.0,1219.0,7.0,27.0,38.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,655.0,1225.0,7.0,27.0,46.0,,,,,0,0.4825
400.0,0.0,206.0,10.0,644.0,1208.0,7.0,27.0,26.0,,,,,0,0.515
400.0,0.0,206.0,10.0,648.0,1215.0,7.0,27.0,38.0,,,,,0,0.515
400.0,0.0,200.0,10.0,645.0,1209.0,7.0,27.0,21.0,,,,,0,0.5
400.0,0.0,200.0,10.0,650.0,1218.0,7.0,27.0,30.0,,,,,0,0.5
400.0,12.0,193.0,10.0,644.0,1206.0,7.0,27.0,10.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,646.0,1210.0,7.0,27.0,21.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,649.0,1216.0,7.0,27.0,32.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,655.0,1225.0,7.0,27.0,41.0,,,,,0,0.5125
400.0,0.0,160.0,10.0,640.0,1201.0,14.0,27.0,16.0,,,,,0,0.4
400.0,0.0,160.0,10.0,643.0,1206.0,14.0,27.0,32.0,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1212.0,14.0,27.0,45.0,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1220.0,14.0,27.0,55.0,,,,,0,0.4
400.0,0.0,213.0,12.0,643.0,1206.0,14.0,27.0,40.0,,,,,0,0.5325
400.0,0.0,213.0,12.0,646.0,1212.0,14.0,27.0,54.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,644.0,1208.0,14.0,27.0,44.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,647.0,1214.0,14.0,27.0,57.0,,,,,0,0.5325
400.0,0.0,193.0,10.0,644.0,1205.0,14.0,27.0,22.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,646.0,1212.0,14.0,27.0,38.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,649.0,1219.0,14.0,27.0,51.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,655.0,1225.0,14.0,27.0,60.0,,,,,0,0.4825
400.0,0.0,206.0,10.0,644.0,1208.0,14.0,27.0,37.0,,,,,0,0.515
400.0,0.0,206.0,10.0,648.0,1215.0,14.0,27.0,52.0,,,,,0,0.515
400.0,0.0,200.0,10.0,645.0,1209.0,14.0,27.0,30.0,,,,,0,0.5
400.0,0.0,200.0,10.0,650.0,1218.0,14.0,27.0,42.0,,,,,0,0.5
400.0,12.0,193.0,10.0,644.0,1206.0,14.0,27.0,14.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,646.0,1210.0,14.0,27.0,30.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,649.0,1216.0,14.0,27.0,43.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,655.0,1225.0,14.0,27.0,54.0,,,,,0,0.5125
400.0,0.0,160.0,10.0,640.0,1201.0,28.0,27.0,20.0,,,,,0,0.4
400.0,0.0,160.0,10.0,643.0,1206.0,28.0,27.0,40.0,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1212.0,28.0,27.0,54.0,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1220.0,28.0,27.0,61.0,,,,,0,0.4
400.0,0.0,213.0,12.0,643.0,1206.0,28.0,27.0,48.0,,,,,0,0.5325
400.0,0.0,213.0,12.0,646.0,1212.0,28.0,27.0,63.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,644.0,1208.0,28.0,27.0,53.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,647.0,1214.0,28.0,27.0,61.0,,,,,0,0.5325
400.0,0.0,193.0,10.0,644.0,1205.0,28.0,27.0,26.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,646.0,1212.0,28.0,27.0,46.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,649.0,1219.0,28.0,27.0,59.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,655.0,1225.0,28.0,27.0,69.0,,,,,0,0.4825
400.0,0.0,206.0,10.0,644.0,1208.0,28.0,27.0,46.0,,,,,0,0.515
400.0,0.0,206.0,10.0,648.0,1215.0,28.0,27.0,63.0,,,,,0,0.515
400.0,0.0,200.0,10.0,645.0,1209.0,28.0,27.0,37.0,,,,,0,0.5
400.0,0.0,200.0,10.0,650.0,1218.0,28.0,27.0,49.0,,,,,0,0.5
400.0,12.0,193.0,10.0,644.0,1206.0,28.0,27.0,17.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,646.0,1210.0,28.0,27.0,36.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,649.0,1216.0,28.0,27.0,51.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,655.0,1225.0,28.0,27.0,63.0,,,,,0,0.5125
400.0,0.0,160.0,10.0,640.0,1201.0,56.0,27.0,23.0,,,,,0,0.4
400.0,0.0,160.0,10.0,643.0,1206.0,56.0,27.0,43.0,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1212.0,56.0,27.0,58.0,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1220.0,56.0,27.0,64.0,,,,,0,0.4
400.0,0.0,213.0,12.0,643.0,1206.0,56.0,27.0,52.0,,,,,0,0.5325
400.0,0.0,213.0,12.0,646.0,1212.0,56.0,27.0,67.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,644.0,1208.0,56.0,27.0,58.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,647.0,1214.0,56.0,27.0,66.0,,,,,0,0.5325
400.0,0.0,193.0,10.0,644.0,1205.0,56.0,27.0,28.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,646.0,1212.0,56.0,27.0,49.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,649.0,1219.0,56.0,27.0,64.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,655.0,1225.0,56.0,27.0,74.0,,,,,0,0.4825
400.0,0.0,206.0,10.0,644.0,1208.0,56.0,27.0,49.0,,,,,0,0.515
400.0,0.0,206.0,10.0,648.0,1215.0,56.0,27.0,68.0,,,,,0,0.515
400.0,0.0,200.0,10.0,645.0,1209.0,56.0,27.0,41.0,,,,,0,0.5
400.0,0.0,200.0,10.0,650.0,1218.0,56.0,27.0,54.0,,,,,0,0.5
400.0,12.0,193.0,10.0,644.0,1206.0,56.0,27.0,19.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,646.0,1210.0,56.0,27.0,39.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,649.0,1216.0,56.0,27.0,56.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,655.0,1225.0,56.0,27.0,67.0,,,,,0,0.5125
400.0,0.0,160.0,10.0,640.0,1201.0,90.0,27.0,25.0,,,,,0,0.4
400.0,0.0,160.0,10.0,643.0,1206.0,90.0,27.0,45.0,,,,,0,0.4
400.0,0.0,160.0,10.0,646.0,1212.0,90.0,27.0,62.0,,,,,0,0.4
400.0,0.0,160.0,10.0,652.0,1220.0,90.0,27.0,69.0,,,,,0,0.4
400.0,0.0,213.0,12.0,643.0,1206.0,90.0,27.0,54.0,,,,,0,0.5325
400.0,0.0,213.0,12.0,646.0,1212.0,90.0,27.0,69.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,644.0,1208.0,90.0,27.0,59.0,,,,,0,0.5325
400.0,0.0,213.0,14.0,647.0,1214.0,90.0,27.0,69.0,,,,,0,0.5325
400.0,0.0,193.0,10.0,644.0,1205.0,90.0,27.0,29.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,646.0,1212.0,90.0,27.0,50.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,649.0,1219.0,90.0,27.0,67.0,,,,,0,0.4825
400.0,0.0,193.0,10.0,655.0,1225.0,90.0,27.0,76.0,,,,,0,0.4825
400.0,0.0,206.0,10.0,644.0,1208.0,90.0,27.0,50.0,,,,,0,0.515
400.0,0.0,206.0,10.0,648.0,1215.0,90.0,27.0,70.0,,,,,0,0.515
400.0,0.0,200.0,10.0,645.0,1209.0,90.0,27.0,42.0,,,,,0,0.5
400.0,0.0,200.0,10.0,650.0,1218.0,90.0,27.0,55.0,,,,,0,0.5
400.0,12.0,193.0,10.0,644.0,1206.0,90.0,27.0,20.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,646.0,1210.0,90.0,27.0,41.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,649.0,1216.0,90.0,27.0,59.0,,,,,0,0.5125
400.0,12.0,193.0,10.0,655.0,1225.0,90.0,27.0,69.0,,,,,0,0.5125
460.0,0.0,200.0,8.0,539.0,1201.0,28.0,20.0,35.2,,,,,0,0.43478260869565216
460.0,0.0,200.0,8.0,539.0,1201.0,28.0,20.0,39.4,,,,,0,0.43478260869565216
460.0,0.0,200.0,14.0,539.0,1201.0,28.0,20.0,43.2,,,,,0,0.43478260869565216
460.0,0.0,200.0,14.0,539.0,1201.0,28.0,20.0,72.8,,,,,0,0.43478260869565216
500.0,12.21,200.0,14.0,628.0,1007.0,28.0,27.0,66.23,,,,,0,0.42442
400.0,12.21,200.0,14.0,680.0,1091.0,28.0,27.0,56.42,,,,,0,0.530525
333.0,12.21,200.0,14.0,704.0,1129.0,28.0,27.0,49.58,,,,,0,0.6372672672672673
286.0,12.21,200.0,14.0,726.0,1217.0,28.0,27.0,39.6,,,,,0,0.7419930069930071
250.0,12.21,200.0,14.0,742.0,1190.0,28.0,27.0,32.73,,,,,0,0.84884
500.0,12.21,200.0,14.0,628.0,1007.0,56.0,27.0,67.82,,,,,0,0.42442
400.0,12.21,200.0,14.0,680.0,1091.0,56.0,27.0,58.4,,,,,0,0.530525
333.0,12.21,200.0,14.0,704.0,1129.0,56.0,27.0,51.66,,,,,0,0.6372672672672673
286.0,12.21,200.0,14.0,726.0,1217.0,56.0,27.0,41.65,,,,,0,0.7419930069930071
250.0,12.21,200.0,14.0,742.0,1190.0,56.0,27.0,34.82,,,,,0,0.84884
